work_year,job_title,job_category,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2021,data_scientist,Data Science,119399,estados unidos,pleno,tempo_integral,remoto,estados unidos,grande
2022,data_analyst,Analysis,165733,reino unido,junior,freelancer,remoto,japao,media
2021,statistician,Analysis,74802,alemanha,pleno,tempo_integral,remoto,mexico,media
2020,statistician,Data Science,48782,japao,pleno,meio_periodo,remoto,india,pequena
2021,data_engineer,ML/AI,140446,india,junior,freelancer,presencial,mexico,pequena
2022,data_scientist,ML/AI,162970,japao,executivo,freelancer,presencial,india,media
2021,statistician,Data Science,97963,reino unido,junior,tempo_integral,remoto,estados unidos,media
2021,machine_learning_engineer,Engineering,106303,alemanha,junior,tempo_integral,presencial,india,media
2021,data_scientist,Engineering,113956,alemanha,senior,tempo_integral,presencial,estados unidos,media
2022,data_scientist,ML/AI,66123,japao,pleno,tempo_integral,remoto,estados unidos,grande
2021,statistician,Analysis,86198,japao,executivo,temporario,hibrido,alemanha,media
2021,machine_learning_engineer,Engineering,82872,china,pleno,meio_periodo,hibrido,mexico,pequena
2020,data_engineer,Engineering,34902,japao,executivo,tempo_integral,remoto,estados unidos,media
2022,statistician,Analysis,187922,reino unido,junior,freelancer,hibrido,india,media
2021,machine_learning_engineer,Engineering,78554,estados unidos,senior,freelancer,presencial,japao,pequena
2022,data_scientist,Data Science,169352,china,junior,freelancer,hibrido,reino unido,media
2021,machine_learning_engineer,Engineering,110490,estados unidos,pleno,tempo_integral,remoto,india,pequena
2021,data_scientist,Analysis,87465,india,senior,meio_periodo,remoto,japao,grande
2021,statistician,Analysis,198801,mexico,sem_exp,temporario,hibrido,india,grande
2020,statistician,Analysis,62800,reino unido,sem_exp,tempo_integral,hibrido,japao,pequena
2020,data_analyst,ML/AI,127143,china,executivo,tempo_integral,presencial,india,grande
2020,data_analyst,Data Science,148529,alemanha,senior,temporario,hibrido,reino unido,grande
2022,data_analyst,Data Science,108871,china,executivo,meio_periodo,hibrido,alemanha,grande
2022,statistician,ML/AI,101713,india,executivo,tempo_integral,hibrido,alemanha,pequena
2020,data_engineer,ML/AI,71206,alemanha,executivo,freelancer,presencial,reino unido,media
2022,statistician,Engineering,33926,china,senior,freelancer,hibrido,india,grande
2021,machine_learning_engineer,Engineering,143682,alemanha,junior,tempo_integral,presencial,mexico,media
2021,statistician,Analysis,73056,japao,senior,meio_periodo,presencial,japao,media
2021,statistician,Analysis,98495,alemanha,junior,freelancer,remoto,estados unidos,grande
2020,data_scientist,Data Science,114147,china,senior,freelancer,remoto,india,grande
2022,data_scientist,ML/AI,195233,alemanha,junior,temporario,presencial,reino unido,media
2020,data_scientist,ML/AI,179479,reino unido,junior,meio_periodo,presencial,china,grande
2022,statistician,Analysis,86714,japao,sem_exp,tempo_integral,presencial,alemanha,pequena
2021,data_engineer,Data Science,159613,japao,executivo,temporario,remoto,alemanha,pequena
2020,machine_learning_engineer,Data Science,167711,india,executivo,temporario,presencial,india,grande
2022,machine_learning_engineer,Analysis,32478,japao,junior,temporario,remoto,japao,media
2022,data_engineer,ML/AI,94546,estados unidos,sem_exp,meio_periodo,remoto,mexico,pequena
2021,data_engineer,Analysis,149147,reino unido,pleno,meio_periodo,presencial,mexico,pequena
2020,machine_learning_engineer,Engineering,118373,india,senior,meio_periodo,presencial,reino unido,media
2020,data_analyst,Data Science,59974,estados unidos,senior,tempo_integral,presencial,reino unido,grande
2020,data_scientist,Data Science,74183,alemanha,senior,meio_periodo,remoto,japao,pequena
2021,data_scientist,Data Science,169490,mexico,pleno,temporario,hibrido,japao,media
2020,machine_learning_engineer,Analysis,130361,estados unidos,executivo,freelancer,presencial,mexico,pequena
2021,data_engineer,Analysis,87148,india,senior,tempo_integral,hibrido,india,grande
2021,data_analyst,Analysis,142007,japao,senior,tempo_integral,hibrido,mexico,grande
2021,machine_learning_engineer,Analysis,142239,reino unido,executivo,tempo_integral,hibrido,india,pequena
2022,data_scientist,ML/AI,138747,mexico,junior,temporario,hibrido,china,pequena
2020,statistician,Analysis,192780,india,senior,meio_periodo,hibrido,alemanha,pequena
2020,data_engineer,ML/AI,131245,estados unidos,sem_exp,temporario,remoto,alemanha,pequena
2021,statistician,ML/AI,193996,mexico,pleno,freelancer,remoto,japao,pequena
2021,machine_learning_engineer,ML/AI,53382,estados unidos,senior,meio_periodo,remoto,estados unidos,media
2020,data_scientist,Data Science,56649,india,sem_exp,freelancer,hibrido,estados unidos,media
2021,data_analyst,Data Science,140559,mexico,executivo,tempo_integral,remoto,estados unidos,media
2020,statistician,Analysis,128099,china,junior,tempo_integral,presencial,reino unido,pequena
2022,data_analyst,Data Science,60373,china,junior,temporario,hibrido,india,media
2021,data_scientist,Analysis,52791,india,senior,meio_periodo,presencial,japao,grande
2020,statistician,Analysis,53115,china,senior,tempo_integral,hibrido,alemanha,pequena
2021,data_analyst,Data Science,178413,india,junior,temporario,hibrido,estados unidos,pequena
2020,data_analyst,Data Science,143109,japao,junior,freelancer,hibrido,alemanha,grande
2020,statistician,Data Science,177709,mexico,senior,temporario,hibrido,india,media
2021,data_scientist,Data Science,185341,india,pleno,meio_periodo,presencial,china,grande
2022,data_analyst,Engineering,113489,alemanha,senior,meio_periodo,hibrido,china,grande
2020,machine_learning_engineer,Data Science,53877,reino unido,executivo,meio_periodo,hibrido,japao,media
2020,statistician,Analysis,70273,reino unido,senior,tempo_integral,remoto,estados unidos,media
2020,data_engineer,Analysis,86035,alemanha,senior,temporario,hibrido,estados unidos,pequena
2022,data_engineer,Engineering,173477,estados unidos,senior,freelancer,hibrido,china,pequena
2022,data_scientist,Data Science,141141,estados unidos,senior,meio_periodo,hibrido,japao,pequena
2021,machine_learning_engineer,Analysis,71767,estados unidos,senior,temporario,hibrido,alemanha,grande
2022,data_analyst,Engineering,150456,mexico,senior,tempo_integral,hibrido,india,media
2021,data_engineer,Analysis,171045,estados unidos,pleno,freelancer,hibrido,china,media
2021,data_scientist,Engineering,88565,japao,senior,freelancer,presencial,china,pequena
2022,machine_learning_engineer,Engineering,119461,alemanha,junior,freelancer,presencial,india,grande
2021,machine_learning_engineer,ML/AI,158577,reino unido,senior,tempo_integral,hibrido,india,grande
2022,data_scientist,ML/AI,140159,alemanha,pleno,meio_periodo,presencial,china,media
2021,data_scientist,Data Science,53091,reino unido,executivo,tempo_integral,remoto,alemanha,media
2022,data_analyst,ML/AI,49584,estados unidos,junior,freelancer,remoto,alemanha,media
2022,data_scientist,Engineering,134861,japao,senior,temporario,hibrido,estados unidos,media
2021,data_analyst,Data Science,152235,india,sem_exp,freelancer,hibrido,alemanha,pequena
2020,data_analyst,Analysis,144688,india,junior,temporario,presencial,reino unido,pequena
2021,statistician,Data Science,46550,china,senior,tempo_integral,remoto,japao,media
2022,machine_learning_engineer,ML/AI,163135,estados unidos,pleno,tempo_integral,hibrido,alemanha,media
2020,machine_learning_engineer,Data Science,122816,estados unidos,senior,tempo_integral,remoto,india,media
2021,machine_learning_engineer,Engineering,41631,alemanha,executivo,temporario,presencial,alemanha,grande
2021,statistician,Analysis,31125,japao,sem_exp,tempo_integral,hibrido,estados unidos,media
2021,data_analyst,Data Science,196481,japao,senior,meio_periodo,hibrido,mexico,grande
2020,data_analyst,Analysis,80581,alemanha,executivo,freelancer,hibrido,japao,pequena
2022,data_scientist,Analysis,52485,japao,junior,meio_periodo,remoto,japao,grande
2021,statistician,Data Science,138539,mexico,pleno,temporario,presencial,india,media
2021,data_scientist,Data Science,113554,mexico,senior,tempo_integral,remoto,japao,media
2021,statistician,Data Science,104398,japao,senior,freelancer,remoto,reino unido,pequena
2021,data_scientist,Engineering,162762,mexico,junior,tempo_integral,hibrido,japao,grande
2021,data_engineer,Engineering,45740,india,junior,tempo_integral,presencial,china,pequena
2022,machine_learning_engineer,Analysis,118560,japao,pleno,freelancer,presencial,india,grande
2022,machine_learning_engineer,Engineering,115877,mexico,pleno,freelancer,hibrido,japao,media
2021,data_analyst,Engineering,39156,estados unidos,pleno,meio_periodo,presencial,alemanha,pequena
2020,data_engineer,ML/AI,144968,india,sem_exp,meio_periodo,hibrido,estados unidos,media
2022,machine_learning_engineer,Engineering,198286,estados unidos,senior,meio_periodo,hibrido,china,media
2020,data_analyst,ML/AI,126589,estados unidos,pleno,meio_periodo,presencial,china,media
2022,data_engineer,Engineering,93389,mexico,senior,meio_periodo,presencial,alemanha,media
2021,machine_learning_engineer,Analysis,163880,mexico,junior,temporario,presencial,mexico,media
2022,data_scientist,Data Science,100938,alemanha,executivo,temporario,presencial,china,media
2021,statistician,Analysis,97500,china,senior,tempo_integral,remoto,reino unido,media
2022,data_engineer,Engineering,90734,japao,pleno,tempo_integral,hibrido,reino unido,grande
2021,data_analyst,Data Science,178278,japao,senior,meio_periodo,hibrido,estados unidos,grande
2021,data_engineer,Data Science,170701,japao,junior,tempo_integral,hibrido,estados unidos,pequena
2021,data_analyst,Data Science,62337,japao,pleno,temporario,hibrido,estados unidos,grande
2021,data_engineer,ML/AI,117095,mexico,executivo,temporario,remoto,estados unidos,pequena
2020,data_analyst,Analysis,93829,india,pleno,tempo_integral,presencial,japao,grande
2021,machine_learning_engineer,ML/AI,99830,reino unido,pleno,meio_periodo,presencial,china,grande
2020,data_scientist,Data Science,76939,estados unidos,pleno,temporario,presencial,alemanha,media
2020,machine_learning_engineer,Analysis,42965,china,senior,freelancer,hibrido,reino unido,grande
2021,data_scientist,Analysis,42228,china,executivo,freelancer,remoto,japao,grande
2020,machine_learning_engineer,Engineering,78419,reino unido,junior,tempo_integral,remoto,estados unidos,grande
2022,machine_learning_engineer,ML/AI,126913,reino unido,senior,meio_periodo,presencial,india,media
2021,data_engineer,ML/AI,79229,reino unido,executivo,tempo_integral,hibrido,india,media
2020,statistician,Engineering,173894,mexico,executivo,meio_periodo,presencial,alemanha,grande
2021,data_analyst,ML/AI,60070,india,senior,meio_periodo,hibrido,reino unido,pequena
2021,data_analyst,Data Science,154045,reino unido,pleno,freelancer,presencial,mexico,grande
2021,data_analyst,Data Science,37135,india,executivo,temporario,presencial,reino unido,media
2020,data_scientist,ML/AI,129093,mexico,junior,temporario,remoto,alemanha,media
2022,data_analyst,Engineering,129626,alemanha,senior,tempo_integral,hibrido,mexico,pequena
2022,data_analyst,Analysis,69441,alemanha,executivo,tempo_integral,remoto,estados unidos,media
2020,data_engineer,ML/AI,146190,china,junior,meio_periodo,remoto,estados unidos,media
2021,machine_learning_engineer,Analysis,179115,alemanha,junior,temporario,presencial,china,grande
2020,data_analyst,Engineering,126108,india,junior,meio_periodo,hibrido,reino unido,pequena
2020,statistician,Analysis,105043,india,junior,freelancer,hibrido,reino unido,media
2020,data_analyst,Engineering,33062,estados unidos,senior,freelancer,presencial,reino unido,media
2021,data_scientist,Data Science,120236,reino unido,sem_exp,meio_periodo,presencial,mexico,pequena
2020,data_scientist,Data Science,82214,japao,senior,meio_periodo,presencial,estados unidos,grande
2021,data_scientist,Data Science,83409,japao,sem_exp,meio_periodo,hibrido,india,grande
2020,data_analyst,Engineering,171940,reino unido,junior,meio_periodo,presencial,alemanha,grande
2022,data_engineer,ML/AI,98089,japao,senior,meio_periodo,presencial,alemanha,pequena
2020,statistician,Data Science,124047,japao,pleno,freelancer,remoto,japao,grande
2020,data_analyst,Engineering,47428,mexico,executivo,freelancer,presencial,japao,pequena
2022,data_engineer,Analysis,138283,japao,executivo,freelancer,presencial,india,media
2021,data_engineer,Analysis,199461,china,senior,tempo_integral,hibrido,reino unido,media
2021,data_analyst,ML/AI,64734,india,junior,freelancer,presencial,india,grande
2020,data_analyst,Analysis,95107,india,senior,temporario,hibrido,mexico,grande
2022,data_engineer,ML/AI,116889,india,sem_exp,temporario,remoto,mexico,pequena
2021,data_engineer,Engineering,142168,reino unido,senior,meio_periodo,remoto,japao,media
2020,data_engineer,Analysis,114170,alemanha,executivo,freelancer,hibrido,china,media
2022,data_analyst,Analysis,172751,china,senior,meio_periodo,presencial,japao,media
2021,data_engineer,Analysis,185789,china,executivo,meio_periodo,hibrido,alemanha,pequena
2021,data_scientist,Data Science,186651,japao,sem_exp,temporario,presencial,mexico,pequena
2022,data_analyst,Engineering,64782,estados unidos,executivo,temporario,presencial,india,grande
2022,data_scientist,Analysis,100160,india,senior,meio_periodo,presencial,estados unidos,pequena
2022,machine_learning_engineer,ML/AI,148296,mexico,pleno,temporario,hibrido,japao,pequena
2022,data_analyst,Data Science,184175,china,senior,meio_periodo,remoto,alemanha,pequena
2020,machine_learning_engineer,ML/AI,83077,china,senior,meio_periodo,hibrido,reino unido,media
2022,data_engineer,Data Science,58534,estados unidos,pleno,meio_periodo,presencial,india,media
2021,data_engineer,ML/AI,68636,japao,pleno,tempo_integral,hibrido,japao,media
2021,statistician,Data Science,129108,china,executivo,temporario,remoto,estados unidos,media
2020,data_engineer,ML/AI,80486,china,sem_exp,temporario,hibrido,japao,pequena
2021,machine_learning_engineer,Data Science,124096,alemanha,junior,freelancer,remoto,estados unidos,pequena
2021,data_engineer,ML/AI,63435,estados unidos,sem_exp,temporario,remoto,india,grande
2022,data_analyst,Engineering,63152,mexico,senior,freelancer,presencial,china,pequena
2021,data_engineer,ML/AI,139620,mexico,junior,meio_periodo,remoto,estados unidos,pequena
2020,statistician,Data Science,88952,japao,senior,tempo_integral,hibrido,estados unidos,pequena
2022,data_engineer,ML/AI,49638,japao,pleno,meio_periodo,hibrido,alemanha,grande
2022,machine_learning_engineer,Analysis,147436,india,pleno,meio_periodo,presencial,china,grande
2020,machine_learning_engineer,Data Science,46396,alemanha,executivo,meio_periodo,hibrido,india,pequena
2022,data_engineer,ML/AI,187855,japao,senior,freelancer,presencial,japao,pequena
2022,machine_learning_engineer,Analysis,166475,alemanha,sem_exp,tempo_integral,hibrido,china,grande
2020,machine_learning_engineer,ML/AI,53838,india,junior,meio_periodo,hibrido,reino unido,pequena
2022,statistician,Data Science,68919,mexico,junior,freelancer,remoto,india,grande
2020,data_analyst,Analysis,107895,estados unidos,junior,meio_periodo,remoto,china,media
2020,statistician,ML/AI,77995,china,senior,tempo_integral,remoto,india,grande
2021,data_scientist,Analysis,183686,china,executivo,meio_periodo,hibrido,reino unido,media
2021,statistician,Engineering,105593,reino unido,executivo,meio_periodo,presencial,japao,media
2022,data_engineer,ML/AI,161172,reino unido,junior,temporario,presencial,mexico,pequena
2022,data_analyst,ML/AI,124191,reino unido,executivo,freelancer,presencial,alemanha,grande
2020,data_engineer,Engineering,100514,china,pleno,tempo_integral,remoto,china,grande
2022,data_scientist,Engineering,40988,alemanha,pleno,freelancer,hibrido,japao,pequena
2020,data_analyst,Data Science,149392,reino unido,sem_exp,temporario,remoto,reino unido,media
2020,machine_learning_engineer,Data Science,145137,estados unidos,pleno,meio_periodo,hibrido,japao,media
2022,statistician,Data Science,107229,japao,executivo,tempo_integral,hibrido,india,grande
2020,data_engineer,ML/AI,131471,alemanha,pleno,tempo_integral,hibrido,alemanha,pequena
2021,data_scientist,Data Science,68148,china,sem_exp,freelancer,remoto,estados unidos,media
2022,machine_learning_engineer,ML/AI,174895,estados unidos,pleno,meio_periodo,hibrido,china,grande
2021,statistician,Analysis,54696,mexico,pleno,temporario,remoto,japao,media
2022,machine_learning_engineer,Engineering,41629,china,pleno,meio_periodo,remoto,estados unidos,media
2020,statistician,ML/AI,164928,alemanha,senior,freelancer,hibrido,alemanha,pequena
2022,data_analyst,Engineering,61051,alemanha,senior,tempo_integral,hibrido,mexico,media
2021,machine_learning_engineer,Data Science,63469,alemanha,pleno,tempo_integral,hibrido,estados unidos,media
2020,machine_learning_engineer,Engineering,102372,india,pleno,meio_periodo,remoto,japao,media
2022,machine_learning_engineer,Analysis,73406,japao,executivo,meio_periodo,hibrido,reino unido,grande
2022,data_analyst,Analysis,117754,reino unido,pleno,meio_periodo,hibrido,china,pequena
2022,data_scientist,Engineering,65017,india,junior,meio_periodo,presencial,india,grande
2021,statistician,Analysis,40705,japao,senior,temporario,presencial,mexico,grande
2021,machine_learning_engineer,Analysis,180678,china,pleno,temporario,presencial,india,media
2022,data_analyst,Data Science,116911,reino unido,senior,temporario,hibrido,china,pequena
2020,data_scientist,Data Science,122469,mexico,sem_exp,temporario,remoto,estados unidos,media
2020,statistician,Analysis,103654,india,junior,freelancer,presencial,india,pequena
2021,data_analyst,ML/AI,196391,india,pleno,tempo_integral,remoto,china,media
2020,statistician,Engineering,122185,estados unidos,senior,tempo_integral,presencial,china,pequena
2021,machine_learning_engineer,Engineering,75318,mexico,senior,freelancer,presencial,india,pequena
2022,data_scientist,Analysis,163286,mexico,senior,freelancer,remoto,reino unido,media
2021,data_analyst,Engineering,104070,india,executivo,temporario,presencial,estados unidos,media
2021,data_scientist,Data Science,79869,alemanha,senior,meio_periodo,remoto,reino unido,grande
2022,machine_learning_engineer,Analysis,196300,china,pleno,tempo_integral,hibrido,reino unido,grande
2020,data_scientist,Analysis,33255,mexico,junior,freelancer,hibrido,alemanha,pequena
2021,data_scientist,Data Science,150478,india,sem_exp,meio_periodo,remoto,estados unidos,media
2021,data_engineer,Engineering,57841,alemanha,pleno,temporario,remoto,mexico,media
2022,data_scientist,Engineering,35334,japao,executivo,freelancer,hibrido,reino unido,grande
2020,statistician,Analysis,135134,japao,pleno,tempo_integral,remoto,japao,media
2021,data_analyst,ML/AI,70522,mexico,senior,tempo_integral,hibrido,india,pequena
2022,data_engineer,Engineering,60697,alemanha,executivo,tempo_integral,hibrido,estados unidos,pequena
2021,data_analyst,Engineering,171794,estados unidos,pleno,freelancer,remoto,alemanha,pequena
2022,data_analyst,Analysis,131936,estados unidos,executivo,tempo_integral,presencial,reino unido,grande
2020,machine_learning_engineer,ML/AI,153935,japao,junior,temporario,remoto,japao,pequena
2020,machine_learning_engineer,Analysis,46029,china,sem_exp,tempo_integral,hibrido,india,grande
2020,data_engineer,Engineering,95550,india,pleno,temporario,presencial,india,grande
2020,machine_learning_engineer,Analysis,169280,mexico,junior,tempo_integral,presencial,mexico,pequena
2021,machine_learning_engineer,Analysis,105507,mexico,executivo,temporario,hibrido,japao,grande
2021,machine_learning_engineer,Analysis,118719,japao,junior,freelancer,presencial,estados unidos,grande
2020,data_analyst,ML/AI,118499,japao,executivo,temporario,presencial,india,pequena
2020,data_engineer,Analysis,131383,alemanha,pleno,freelancer,remoto,india,pequena
2020,data_analyst,Engineering,169199,estados unidos,executivo,meio_periodo,hibrido,india,grande
2021,statistician,Analysis,45646,china,executivo,temporario,presencial,china,grande
2020,data_analyst,ML/AI,52713,alemanha,senior,freelancer,hibrido,reino unido,media
2020,statistician,Data Science,62267,japao,senior,meio_periodo,remoto,reino unido,pequena
2020,data_scientist,Data Science,33864,reino unido,sem_exp,tempo_integral,remoto,india,grande
2022,data_scientist,Analysis,106197,india,junior,meio_periodo,remoto,alemanha,grande
2020,statistician,Data Science,193631,japao,junior,temporario,presencial,china,media
2022,statistician,Analysis,147201,alemanha,senior,meio_periodo,remoto,india,grande
2022,data_analyst,ML/AI,102246,reino unido,pleno,tempo_integral,hibrido,estados unidos,media
2020,statistician,Data Science,192434,reino unido,pleno,meio_periodo,remoto,mexico,grande
2022,data_engineer,ML/AI,62380,japao,sem_exp,temporario,presencial,mexico,pequena
2020,data_scientist,Analysis,71284,china,junior,temporario,remoto,china,grande
2021,data_scientist,Analysis,148178,estados unidos,executivo,freelancer,presencial,alemanha,pequena
2021,statistician,ML/AI,153556,reino unido,junior,tempo_integral,hibrido,estados unidos,grande
2021,machine_learning_engineer,Analysis,85277,mexico,senior,tempo_integral,remoto,japao,pequena
2021,machine_learning_engineer,Data Science,45316,india,executivo,meio_periodo,remoto,japao,grande
2022,statistician,Engineering,185535,alemanha,pleno,tempo_integral,hibrido,reino unido,media
2020,data_engineer,Engineering,165960,alemanha,junior,temporario,hibrido,china,grande
2020,machine_learning_engineer,ML/AI,41325,alemanha,junior,meio_periodo,presencial,reino unido,grande
2020,statistician,Analysis,180160,mexico,senior,freelancer,remoto,reino unido,media
2021,data_engineer,ML/AI,104922,japao,pleno,meio_periodo,remoto,china,grande
2021,data_engineer,Engineering,143949,alemanha,junior,meio_periodo,remoto,mexico,grande
2020,data_analyst,Engineering,160856,mexico,junior,freelancer,remoto,japao,grande
2021,data_engineer,ML/AI,134564,alemanha,sem_exp,meio_periodo,hibrido,china,grande
2020,machine_learning_engineer,Data Science,106803,india,junior,tempo_integral,remoto,estados unidos,grande
2020,machine_learning_engineer,Analysis,45419,mexico,executivo,meio_periodo,remoto,alemanha,pequena
2020,statistician,Engineering,75854,estados unidos,junior,meio_periodo,remoto,reino unido,pequena
2020,statistician,Data Science,163976,china,pleno,meio_periodo,presencial,mexico,pequena
2020,data_engineer,ML/AI,139796,japao,senior,temporario,presencial,japao,pequena
2020,data_scientist,Engineering,129427,japao,pleno,temporario,presencial,reino unido,media
2020,data_analyst,ML/AI,110535,alemanha,senior,tempo_integral,hibrido,mexico,grande
2021,data_scientist,Data Science,118855,india,sem_exp,freelancer,hibrido,india,grande
2020,data_engineer,ML/AI,181772,reino unido,pleno,temporario,hibrido,alemanha,grande
2020,data_engineer,Engineering,57633,mexico,executivo,temporario,remoto,estados unidos,grande
2021,data_scientist,Analysis,146958,alemanha,senior,tempo_integral,remoto,reino unido,media
2021,data_analyst,ML/AI,54055,mexico,senior,tempo_integral,hibrido,india,grande
2021,data_scientist,Engineering,179714,alemanha,junior,freelancer,presencial,india,pequena
2020,statistician,Engineering,164718,japao,senior,meio_periodo,remoto,mexico,pequena
2022,machine_learning_engineer,Data Science,174245,japao,senior,meio_periodo,presencial,alemanha,media
2022,statistician,Engineering,37025,alemanha,senior,freelancer,remoto,japao,pequena
2021,machine_learning_engineer,Analysis,42549,japao,sem_exp,freelancer,remoto,japao,pequena
2022,data_engineer,Analysis,44853,india,pleno,freelancer,presencial,reino unido,media
2021,data_analyst,ML/AI,91156,reino unido,junior,tempo_integral,hibrido,reino unido,media
2020,data_scientist,ML/AI,172398,reino unido,executivo,meio_periodo,presencial,japao,pequena
2022,data_analyst,ML/AI,164535,mexico,senior,freelancer,hibrido,estados unidos,media
2020,data_scientist,ML/AI,57163,reino unido,senior,freelancer,hibrido,estados unidos,media
2022,statistician,Analysis,128136,mexico,pleno,meio_periodo,remoto,india,pequena
2020,statistician,Analysis,153296,alemanha,sem_exp,meio_periodo,remoto,alemanha,pequena
2022,data_scientist,ML/AI,44075,china,pleno,tempo_integral,remoto,estados unidos,media
2020,data_analyst,Data Science,124245,alemanha,senior,temporario,hibrido,reino unido,grande
2020,data_scientist,Engineering,73315,alemanha,senior,temporario,hibrido,mexico,grande
2022,data_engineer,Engineering,133245,india,junior,tempo_integral,presencial,estados unidos,pequena
2020,statistician,ML/AI,46010,reino unido,junior,tempo_integral,remoto,alemanha,pequena
2020,data_engineer,Engineering,136548,japao,executivo,meio_periodo,remoto,reino unido,grande
2020,statistician,Data Science,30605,japao,pleno,tempo_integral,hibrido,alemanha,media
2022,statistician,Data Science,197517,estados unidos,executivo,tempo_integral,remoto,japao,grande
2022,machine_learning_engineer,Engineering,67315,estados unidos,junior,freelancer,hibrido,alemanha,grande
2020,data_engineer,ML/AI,38652,mexico,pleno,tempo_integral,presencial,alemanha,pequena
2020,data_engineer,ML/AI,193301,china,sem_exp,tempo_integral,presencial,alemanha,pequena
2022,machine_learning_engineer,Data Science,191602,mexico,pleno,freelancer,remoto,reino unido,grande
2022,data_analyst,Analysis,150179,japao,senior,meio_periodo,presencial,alemanha,media
2020,data_engineer,ML/AI,123439,reino unido,executivo,meio_periodo,remoto,alemanha,pequena
2020,data_scientist,Analysis,110266,mexico,executivo,tempo_integral,remoto,mexico,grande
2020,machine_learning_engineer,Engineering,198996,alemanha,pleno,tempo_integral,hibrido,mexico,pequena
2021,data_engineer,Engineering,68541,japao,executivo,temporario,hibrido,china,grande
2022,data_analyst,Analysis,94658,china,junior,freelancer,remoto,china,media
2021,data_engineer,ML/AI,86327,china,executivo,temporario,presencial,mexico,pequena
2022,statistician,Data Science,123434,japao,pleno,tempo_integral,presencial,india,media
2022,data_scientist,Engineering,73654,estados unidos,executivo,temporario,remoto,reino unido,grande
2022,machine_learning_engineer,ML/AI,45930,reino unido,executivo,temporario,remoto,china,pequena
2022,statistician,ML/AI,160682,japao,junior,meio_periodo,presencial,alemanha,media
2022,data_analyst,Engineering,164590,alemanha,senior,freelancer,presencial,estados unidos,media
2022,statistician,Engineering,192054,alemanha,junior,meio_periodo,hibrido,alemanha,grande
2022,statistician,ML/AI,36775,india,executivo,meio_periodo,hibrido,estados unidos,pequena
2021,data_analyst,Data Science,185062,alemanha,executivo,temporario,presencial,mexico,media
2020,statistician,Analysis,35378,japao,senior,freelancer,hibrido,mexico,pequena
2020,machine_learning_engineer,Engineering,76402,japao,senior,tempo_integral,hibrido,japao,pequena
2021,data_engineer,Analysis,109712,alemanha,junior,freelancer,remoto,japao,pequena
2021,statistician,Analysis,55060,estados unidos,sem_exp,meio_periodo,hibrido,mexico,pequena
2021,machine_learning_engineer,Analysis,157067,reino unido,junior,temporario,hibrido,mexico,grande
2021,data_engineer,Data Science,158334,china,pleno,tempo_integral,remoto,reino unido,media
2022,data_engineer,ML/AI,148684,japao,executivo,meio_periodo,presencial,reino unido,pequena
2020,statistician,Data Science,123104,alemanha,senior,temporario,hibrido,mexico,media
2022,machine_learning_engineer,ML/AI,52765,china,pleno,meio_periodo,hibrido,japao,media
2020,statistician,Data Science,184268,alemanha,pleno,temporario,presencial,reino unido,media
2020,data_analyst,ML/AI,146677,japao,junior,freelancer,hibrido,mexico,grande
2021,data_engineer,Data Science,176540,india,junior,meio_periodo,presencial,estados unidos,pequena
2022,statistician,ML/AI,124385,reino unido,senior,freelancer,remoto,estados unidos,pequena
2021,data_engineer,Data Science,132649,japao,junior,freelancer,presencial,india,media
2022,machine_learning_engineer,ML/AI,38174,china,pleno,temporario,presencial,reino unido,media
2020,data_scientist,Data Science,75820,alemanha,pleno,tempo_integral,presencial,reino unido,grande
2021,statistician,Engineering,156518,india,executivo,freelancer,remoto,india,grande
2021,statistician,Analysis,180170,mexico,pleno,meio_periodo,presencial,alemanha,media
2020,data_engineer,ML/AI,102582,japao,senior,meio_periodo,presencial,estados unidos,pequena
2020,machine_learning_engineer,Data Science,165258,reino unido,executivo,temporario,remoto,alemanha,grande
2020,data_analyst,Engineering,46722,india,junior,freelancer,hibrido,china,pequena
2021,machine_learning_engineer,ML/AI,138157,china,executivo,tempo_integral,hibrido,india,grande
2022,statistician,ML/AI,101504,alemanha,pleno,tempo_integral,presencial,china,pequena
2021,data_analyst,ML/AI,140760,estados unidos,senior,meio_periodo,remoto,mexico,media
2022,machine_learning_engineer,Analysis,70452,mexico,junior,temporario,remoto,china,grande
2021,data_scientist,Data Science,58270,mexico,junior,freelancer,presencial,reino unido,media
2021,data_engineer,Data Science,71129,reino unido,pleno,meio_periodo,presencial,alemanha,grande
2020,machine_learning_engineer,ML/AI,36387,india,senior,temporario,hibrido,reino unido,media
2022,machine_learning_engineer,ML/AI,54394,japao,pleno,tempo_integral,hibrido,mexico,grande
2021,data_scientist,Data Science,157113,japao,sem_exp,meio_periodo,presencial,india,grande
2021,statistician,Analysis,106827,india,sem_exp,temporario,remoto,japao,pequena
2020,data_engineer,ML/AI,141110,japao,pleno,tempo_integral,presencial,reino unido,pequena
2020,machine_learning_engineer,Analysis,191165,mexico,senior,temporario,remoto,china,pequena
2022,data_analyst,Data Science,65241,mexico,senior,meio_periodo,hibrido,mexico,grande
2021,machine_learning_engineer,Analysis,58337,mexico,sem_exp,freelancer,presencial,china,grande
2022,data_engineer,ML/AI,130992,india,pleno,temporario,remoto,alemanha,media
2021,machine_learning_engineer,Engineering,34804,reino unido,executivo,freelancer,hibrido,alemanha,grande
